ID,credit_score,tenure,balance,number_of_products,has_credit_card,is_active_member,salary,customer_profile,Y
39,614,1,0.0,2,1,0,192440.55,"This customer is a 49-year-old male from France with a credit score of 614.0. He has been a customer for 1.0 year and currently has a balance of 0.0. He has 2.0 products with the bank and holds a credit card. However, he is not an active member. His estimated salary is 192440.546875.",0
40,622,5,0.0,2,1,0,51112.8,"This customer is a 35-year-old female from France with a credit score of 622.0. She has been a customer for 5.0 years and currently has a balance of 0.0. She has 2.0 products with the bank, including a credit card. However, she is not an active member. Her estimated salary is 51112.80078125.",0
41,605,5,150092.8,1,0,0,71862.79,This customer is a 33-year-old male from Spain with a credit score of 605.0. He has been a customer for 5.0 years and currently has a balance of 150092.796875. He only has one product with the bank and does not have a credit card. He is not an active member and has an estimated salary of 71862.7890625.,0
42,675,8,121326.42,1,1,0,133457.52,"This customer is a 29-year-old female from Germany with a credit score of 675.0. She has been a customer for 8.0 years and currently has a balance of 121326.421875. She has one product with the bank and has a credit card. However, she is not an active member. Her estimated salary is 133457.515625.",0
43,750,9,112822.26,1,0,0,150401.53,This customer is a 34-year-old female from Spain with a credit score of 750.0. She has been a customer for 9.0 years and currently has a balance of 112822.2578125. She has one product with the bank and does not have a credit card or active membership. Her estimated salary is 150401.53125.,0
44,739,1,110597.76,1,0,1,160122.66,This customer is a 58-year-old male from Germany with a credit score of 739.0. He has been a customer for 1.0 year and has a balance of 110597.7578125. He has one product with the bank and does not have a credit card. He is an active member and has an estimated salary of 160122.65625.,0
45,642,8,80964.57,2,1,0,174738.2,"This customer is a 30-year-old male from France with a credit score of 642.0. He has been a customer for 8.0 years and currently has a balance of 80964.5703125. He has 2.0 products with the bank and holds a credit card. However, he is not an active member. His estimated salary is 174738.203125.",0
46,659,7,89939.62,1,1,0,136540.1,"This customer is a 33-year-old female from France with a credit score of 659.0. She has been a customer for 7.0 years and currently has a balance of 89939.6171875. She has one product with the bank and has a credit card. However, she is not an active member. Her estimated salary is 136540.09375.",0
47,568,3,0.0,2,1,1,29372.62,This customer is a 46-year-old female from Spain with a credit score of 568.0. She has been a member for 3.0 years and currently has a balance of 0.0. She has 2.0 products with the company and has a credit card. She is an active member and has an estimated salary of 29372.619140625.,0
48,606,0,137138.2,2,0,1,53784.22,This customer is a 47-year-old female from Germany with a credit score of 606.0. She has a balance of 137138.203125 and holds two products with the bank. She does not have a credit card but is an active member. Her estimated salary is 53784.21875.,0
49,648,0,0.0,1,1,1,167931.81,This customer is a 34-year-old male from France with a credit score of 648.0. He has been a member for 0.0 years and currently has a balance of 0.0. He has one product with the bank and has a credit card. He is an active member and has an estimated salary of 167931.8125.,0
50,607,0,0.0,2,1,0,116106.52,"This customer is a 21-year-old female from France with a credit score of 607.0. She currently has two products with the bank, including a credit card. Although she is a new customer with a tenure of 0.0 and a balance of 0.0, her estimated salary is relatively high at 116106.5234375. However, she is not an active member of the bank.",0
51,480,3,174330.34,2,0,0,181647.12,This customer is a 25-year-old female from Germany with a credit score of 480.0. She has been a customer for 3.0 years and currently has a balance of 174330.34375. She has 2.0 products with the bank but does not have a credit card and is not an active member. Her estimated salary is 181647.125.,0
52,725,4,86459.8,1,1,1,141476.56,This customer is a 66-year-old male from France with a credit score of 725.0. He has been a customer for 4.0 years and has a balance of 86459.796875. He currently has one product with the bank and has a credit card. He is an active member and has an estimated salary of 141476.5625.,0
53,567,5,0.0,2,0,0,168521.72,This customer is a 39-year-old male from France with a credit score of 567.0. He has been a customer for 5.0 years and currently has a balance of 0.0. He has 2.0 products with the bank but does not have a credit card and is not an active member. His estimated salary is 168521.71875.,0
54,722,6,0.0,2,1,1,111893.09,"This customer is a 40-year-old male from France with a credit score of 722.0. He has been a customer for 6.0 years and currently has a balance of 0.0. He has 2.0 products with the bank, including a credit card, and is an active member. His estimated salary is 111893.09375.",0
55,670,4,0.0,2,1,0,119759.24,"This customer is a 20-year-old female from Spain with a credit score of 670.0. She has been a customer for 4.0 years and currently has a balance of 0.0. She has 2.0 products with the company, including a credit card. She is not an active member but has an estimated salary of 119759.2421875.",0
56,418,7,90145.04,1,1,1,69157.93,This customer is a 36-year-old male from France with a credit score of 418.0. He has been a customer for 7.0 years and has a balance of 90145.0390625. He currently has 1.0 product with the bank and has a credit card. He is an active member and has an estimated salary of 69157.9296875.,0
57,850,0,136980.23,2,1,1,99019.65,"This customer is a 36-year-old female from Germany with an excellent credit score of 850.0. She has a high estimated salary of 99019.6484375 and a substantial balance of 136980.234375. She has two products with the bank, including a credit card, and is an active member. Despite her tenure being 0.0, her financial stability and creditworthiness make her an ideal candidate for various financial products and services.",0
58,549,2,112541.54,2,0,0,47432.43,This customer is a 37-year-old male from France with a credit score of 549.0. He has been a customer for 2.0 years and currently has a balance of 112541.5390625. He has 2.0 products with the bank but does not have a credit card and is not an active member. His estimated salary is 47432.4296875.,0
59,601,0,0.0,2,1,0,165196.66,"This customer is a 38-year-old female from France with a credit score of 601.0. She currently has two products with the bank, including a credit card. Although she is a new customer with a tenure of 0.0 and a balance of 0.0, her estimated salary is relatively high at 165196.65625. However, she is not an active member of the bank.",0
60,705,1,0.0,1,1,1,181300.31,This customer is a 30-year-old male from France with a credit score of 705.0. He has been a customer for 1.0 year and currently has a balance of 0.0. He has one product with the bank and has a credit card. He is an active member and has an estimated salary of 181300.3125.,0
61,607,4,135927.06,1,0,0,180890.4,This customer is a 37-year-old female from Germany with a credit score of 607.0. She has been a customer for 4.0 years and currently has a balance of 135927.0625. She only has one product with the bank and does not have a credit card or active membership. Her estimated salary is 180890.40625.,0
62,768,2,129264.05,2,0,0,19150.14,This customer is a 43-year-old female from Germany with a credit score of 768.0. She has been a customer for 2.0 years and currently has a balance of 129264.046875. She has 2.0 products with the bank but does not have a credit card and is not an active member. Her estimated salary is 19150.140625.,0
63,705,0,184552.12,1,1,0,68860.3,"This customer is a 44-year-old male from Spain with a credit score of 705.0. He has a balance of 184552.125 and holds one product with the bank. He has a credit card and an estimated salary of 68860.296875. However, he is not an active member of the bank and has no tenure with the bank.",0
64,656,7,134919.84,1,1,0,194691.95,"This customer is a 43-year-old male from France with a credit score of 656.0. He has been a customer for 7.0 years and currently has a balance of 134919.84375. He has one product with the bank and has a credit card. However, he is not an active member. His estimated salary is 194691.953125.",0
65,619,5,132725.1,1,1,1,143913.33,This customer is a 23-year-old male from Germany with a credit score of 619.0. He has been a customer for 5.0 years and has a balance of 132725.09375. He currently has 1.0 product with the bank and has a credit card. He is an active member and has an estimated salary of 143913.328125.,0
66,652,10,121063.8,3,1,0,151481.86,"This customer is a 46-year-old male from Germany with a credit score of 652.0. He has been a customer for 10.0 years and currently has a balance of 121063.796875. He has 3.0 products with the bank and holds a credit card. However, he is not an active member. His estimated salary is 151481.859375.",0
67,758,3,0.0,2,0,0,96097.65,This customer is a 40-year-old male from Spain with a credit score of 758.0. He has been a customer for 3.0 years and currently has a balance of 0.0. He has 2.0 products with the bank but does not have a credit card. He is not an active member but has an estimated salary of 96097.6484375.,0
68,580,6,145387.31,2,1,1,169963.2,"This customer is a 36-year-old female from Germany with a credit score of 580.0. She has been a customer for 6.0 years and currently has a balance of 145387.3125. She has 2.0 products with the bank, including a credit card, and is an active member. Her estimated salary is 169963.203125.",0
69,605,3,116805.82,1,0,0,4092.75,This customer is a 29-year-old female from Spain with a credit score of 605.0. She has been a customer for 3.0 years and currently has a balance of 116805.8203125. She has one product with the bank and does not have a credit card or active membership. Her estimated salary is 4092.75.,0
70,548,3,0.0,1,1,0,65996.9,"This customer is a 36-year-old female from France with a credit score of 548.0. She has been a customer for 3.0 years and currently has a balance of 0.0. She has one product with the bank and has a credit card. However, she is not an active member. Her estimated salary is 65996.8984375.",0
71,493,7,0.0,2,1,0,48545.1,"This customer is a 48-year-old female from Spain with a credit score of 493.0. She has been a customer for 7.0 years and currently has a balance of 0.0. She has 2.0 products with the bank, including a credit card. However, she is not an active member. Her estimated salary is 48545.1015625.",0
72,668,10,110240.04,1,0,0,183980.56,This customer is a 53-year-old female from France with a credit score of 668.0. She has been a customer for 10.0 years and currently has a balance of 110240.0390625. She has one product with the bank and does not have a credit card or active membership. Her estimated salary is 183980.5625.,0
73,596,2,139451.67,1,0,0,63142.12,This customer is a 33-year-old male from France with a credit score of 596.0. He has been a customer for 2.0 years and currently has a balance of 139451.671875. He only has one product with the bank and does not have a credit card. He is not an active member and has an estimated salary of 63142.12109375.,0
74,500,1,100374.58,1,1,0,118490.8,"This customer is a 56-year-old male from France with a credit score of 500.0. He has been a customer for 1.0 year and has a balance of 100374.578125. He has one product with the bank and has a credit card. However, he is not an active member. His estimated salary is 118490.796875.",0
75,584,9,137727.34,2,0,1,121102.9,This customer is a 62-year-old female from Germany with a credit score of 584.0. She has been a customer for 9.0 years and currently has a balance of 137727.34375. She has 2.0 products with the bank but does not have a credit card. She is an active member and has an estimated salary of 121102.8984375.,0
76,710,5,0.0,2,0,0,162878.95,This customer is a 40-year-old male from France with a credit score of 710.0. He has been a customer for 5.0 years and currently has a balance of 0.0. He has 2.0 products with the bank but does not have a credit card and is not an active member. His estimated salary is 162878.953125.,0
77,497,9,75263.16,1,1,1,164825.05,This customer is a 27-year-old male from Spain with a credit score of 497.0. He has been a customer for 9.0 years and has a balance of 75263.15625. He currently has one product with the bank and has a credit card. He is an active member and has an estimated salary of 164825.046875.,0
78,787,7,171646.77,1,0,1,100791.36,"This customer is a 39-year-old female from Spain with a credit score of 787.0. She has been a customer for 7.0 years and currently has a balance of 171646.765625. She has one product with the bank and is an active member. Although she does not have a credit card, her estimated salary is 100791.359375.",0
79,672,1,142151.75,2,1,1,168753.34,"This customer is a 34-year-old female from France with a credit score of 672.0. She has been a customer for 1.0 year and has a balance of 142151.75. She has 2.0 products with the bank, including a credit card, and is an active member. Her estimated salary is 168753.34375.",0
80,575,9,68332.96,1,1,1,144390.75,This customer is a 54-year-old female from France with a credit score of 575.0. She has been a customer for 9.0 years and currently has a balance of 68332.9609375. She has one product with the bank and has a credit card. She is an active member and has an estimated salary of 144390.75.,0
81,760,6,175735.5,1,1,1,157337.3,This customer is a 43-year-old male from Spain with a credit score of 760.0. He has been a customer for 6.0 years and has a balance of 175735.5. He currently has 1.0 product with the bank and has a credit card. He is an active member and has an estimated salary of 157337.296875.,0
82,548,4,82596.8,1,0,1,55672.09,"This customer is a 41-year-old female from France with a credit score of 548.0. She has been a customer for 4.0 years and currently has a balance of 82596.796875. She has one product with the bank and does not have a credit card. However, she is an active member and has an estimated salary of 55672.08984375.",0
83,823,1,0.0,2,1,0,156603.7,"This customer is a 38-year-old male from France with a credit score of 823.0. He has been a customer for 1.0 year and currently has a balance of 0.0. He has 2.0 products with the bank and holds a credit card. However, he is not an active member. His estimated salary is 156603.703125.",0
84,558,6,0.0,2,1,0,173844.89,"This customer is a 40-year-old male from France with a credit score of 558.0. He has been a customer for 6.0 years and currently has a balance of 0.0. He has 2.0 products with the bank and holds a credit card. However, he is not an active member. His estimated salary is 173844.890625.",0
85,681,8,0.0,1,1,0,66367.33,"This customer is a 29-year-old male from France with a credit score of 681.0. He has been a customer for 8.0 years and currently has a balance of 0.0. He has one product with the bank and has a credit card. However, he is not an active member. His estimated salary is 66367.328125.",0
86,590,5,160979.69,1,0,1,13848.58,"This customer is a 76-year-old female from France with a credit score of 590.0. She has been a customer for 5.0 years and has a balance of 160979.6875. She only has one product with the bank and does not have a credit card. However, she is an active member and has an estimated salary of 13848.580078125.",0
87,733,3,161884.98,1,1,1,9617.24,This customer is a 24-year-old female from France with a credit score of 733.0. She has been a customer for 3.0 years and has a balance of 161884.984375. She has one product with the bank and has a credit card. She is an active member and has an estimated salary of 9617.240234375.,0
88,657,4,80293.81,1,1,0,97192.76,"This customer is a 39-year-old female from France with a credit score of 657.0. She has been a customer for 4.0 years and currently has a balance of 80293.8125. She has one product with the bank and has a credit card. However, she is not an active member. Her estimated salary is 97192.7578125.",0
89,522,8,124450.36,2,1,1,165786.1,"This customer is a 32-year-old male from Germany with a credit score of 522.0. He has been a customer for 8.0 years and currently has a balance of 124450.359375. He has 2.0 products with the bank, including a credit card, and is an active member. His estimated salary is 165786.09375.",0
90,662,6,0.0,2,0,0,2423.9,This customer is a 35-year-old female from Spain with a credit score of 662.0. She has been a customer for 6.0 years and currently has a balance of 0.0. She has 2.0 products with the bank but does not have a credit card and is not an active member. Her estimated salary is 2423.89990234375.,0
91,593,0,117704.73,1,1,0,197933.5,"This customer is a 39-year-old female from France with a credit score of 593.0. She has a balance of 117704.7265625 and only one product with the bank, which is a credit card. She is not an active member of the bank and has no tenure with the bank. Her estimated salary is 197933.5.",0
92,757,3,130747.1,1,1,0,143829.55,"This customer is a 47-year-old male from France with a credit score of 757.0. He has been a customer for 3.0 years and currently has a balance of 130747.1015625. He has one product with the bank and has a credit card. However, he is not an active member. His estimated salary is 143829.546875.",0
93,759,2,111095.58,2,1,0,100137.7,"This customer is a 44-year-old male from France with a credit score of 759.0. He has been a customer for 2.0 years and currently has a balance of 111095.578125. He has 2.0 products with the bank and has a credit card. However, he is not an active member. His estimated salary is 100137.703125.",0
94,850,3,0.0,2,0,0,2465.8,This customer is a 43-year-old female from France with an excellent credit score of 850.0. She has been a customer for 3.0 years and currently has a balance of 0.0. She has two products with the bank but does not have a credit card and is not an active member. Her estimated salary is 2465.800048828125.,0
95,590,4,0.0,2,1,1,93820.49,This customer is a 54-year-old female from France with a credit score of 590.0. She has been a customer for 4.0 years and currently has a balance of 0.0. She has 2.0 products with the company and has a credit card. She is an active member and has an estimated salary of 93820.4921875.,0
96,663,5,157274.36,2,1,1,28531.81,This customer is a 33-year-old male from France with a credit score of 663.0. He has been a customer for 5.0 years and currently has a balance of 157274.359375. He has 2.0 products with the bank and holds a credit card. He is an active member and has an estimated salary of 28531.810546875.,0
97,596,6,0.0,2,1,0,116696.77,"This customer is a 29-year-old female from Spain with a credit score of 596.0. She has been a customer for 6.0 years and currently has a balance of 0.0. She has 2.0 products with the bank, including a credit card. However, she is not an active member. Her estimated salary is 116696.7734375.",0
98,697,1,0.0,1,1,0,1262.83,"This customer is a 42-year-old female from France with a credit score of 697.0. She has been a customer for 1.0 year and currently has a balance of 0.0. She has one product with the bank and has a credit card. However, she is not an active member. Her estimated salary is 1262.8299560546875.",0
99,813,0,0.0,2,1,0,43169.15,"This customer is a 34-year-old male from France with a credit score of 813.0. He currently has two products with the bank, including a credit card. Although he is a new customer with a tenure of 0.0, his estimated salary is 43169.1484375. He is not an active member and has a balance of 0.0.",0
100,650,4,93911.3,2,1,0,69055.45,"This customer is a 23-year-old male from Germany with a credit score of 650.0. He has been a customer for 4.0 years and currently has a balance of 93911.296875. He has 2.0 products with the bank, including a credit card. However, he is not an active member. His estimated salary is 69055.453125.",0
101,651,1,134760.2,2,0,0,174434.06,This customer is a 40-year-old male from Germany with a credit score of 651.0. He has been a customer for 1.0 year and currently has a balance of 134760.203125. He has 2.0 products with the bank but does not have a credit card and is not an active member. His estimated salary is 174434.0625.,0
102,743,2,161807.19,2,0,1,93228.86,"This customer is a 43-year-old male from Spain with a credit score of 743.0. He has been a customer for 2.0 years and currently has a balance of 161807.1875. He has 2.0 products with the bank and is an active member. Although he does not have a credit card, his estimated salary is 93228.859375.",0
103,717,0,115777.23,1,1,1,81508.1,This customer is a 33-year-old female from Germany with a credit score of 717.0. She has a balance of 115777.2265625 and has one product with the bank. She also has a credit card and is an active member. Her estimated salary is 81508.1015625.,0
104,654,4,96974.97,1,0,1,141404.06,"This customer is a 29-year-old female from France with a credit score of 654.0. She has been a customer for 4.0 years and currently has a balance of 96974.96875. She has one product with the bank and does not have a credit card. However, she is an active member and has an estimated salary of 141404.0625.",0
105,621,2,0.0,2,1,1,171364.19,"This customer is a 59-year-old female from Spain with a credit score of 621.0. She has been a member for 2.0 years and currently has 2.0 products with the bank, including a credit card. She is an active member and has an estimated salary of 171364.1875. Her account balance is currently at 0.0.",0
106,470,5,117469.91,2,0,0,63705.9,This customer is a 39-year-old male from Germany with a credit score of 470.0. He has been a customer for 5.0 years and currently has a balance of 117469.90625. He has 2.0 products with the bank but does not have a credit card and is not an active member. His estimated salary is 63705.8984375.,0
107,825,9,0.0,2,1,1,31933.06,This customer is a 34-year-old male from France with a credit score of 825.0. He has been a customer for 9.0 years and currently has a balance of 0.0. He has 2.0 products with the bank and holds a credit card. He is an active member and has an estimated salary of 31933.060546875.,0
108,567,8,0.0,2,1,0,156125.72,"This customer is a 29-year-old male from Spain with a credit score of 567.0. He has been a customer for 8.0 years and currently has a balance of 0.0. He has 2.0 products with the bank, including a credit card. However, he is not an active member. His estimated salary is 156125.71875.",0
109,733,5,0.0,1,0,1,117830.57,"This customer is a 48-year-old male from France with a credit score of 733.0. He has been a customer for 5.0 years and currently has a balance of 0.0. He has one product with the bank and does not have a credit card. However, he is an active member and has an estimated salary of 117830.5703125.",0
110,705,2,143249.67,1,1,0,88428.41,"This customer is a 56-year-old female from Germany with a credit score of 705.0. She has been a customer for 2.0 years and currently has a balance of 143249.671875. She has one product with the bank and has a credit card. However, she is not an active member. Her estimated salary is 88428.40625.",0
111,562,8,92659.2,2,1,0,1354.25,"This customer is a 33-year-old male from Germany with a credit score of 562.0. He has been a customer for 8.0 years and currently has a balance of 92659.203125. He has 2.0 products with the bank and holds a credit card. However, he is not an active member. His estimated salary is 1354.25.",0
112,758,9,95523.16,1,1,0,73294.48,"This customer is a 47-year-old female from Germany with a credit score of 758.0. She has been a customer for 9.0 years and has a balance of 95523.15625. She has one product with the bank and has a credit card. However, she is not an active member. Her estimated salary is 73294.4765625.",0
113,619,8,124099.13,1,0,0,23904.52,This customer is a 52-year-old female from Germany with a credit score of 619.0. She has been a customer for 8.0 years and currently has a balance of 124099.1328125. She only has one product with the bank and does not have a credit card. She is not an active member and her estimated salary is 23904.51953125.,0
114,581,4,170172.9,1,0,1,100236.02,"This customer is a 43-year-old female from Spain with a credit score of 581.0. She has been a customer for 4.0 years and currently has a balance of 170172.90625. She has one product with the bank and does not have a credit card. However, she is an active member and has an estimated salary of 100236.0234375.",0
115,610,4,129440.3,2,1,0,102638.35,"This customer is a 36-year-old male from France with a credit score of 610.0. He has been a customer for 4.0 years and currently has a balance of 129440.296875. He has 2.0 products with the bank and has a credit card. However, he is not an active member. His estimated salary is 102638.3515625.",0
116,706,8,95386.82,1,1,1,75732.25,This customer is a 42-year-old female from Spain with a credit score of 706.0. She has been a customer for 8.0 years and has a balance of 95386.8203125. She has one product with the bank and has a credit card. She is an active member and has an estimated salary of 75732.25.,0
